aep,0.001,0.001,0.001,0.001,0.005,0.005,0.01,0.01,0.02,0.02
rEventName,haz_1000yr_cT2,haz_1000yr_cT2,haz_1000yr_fail_cT3,haz_1000yr_fail_cT3,haz_200yr_cT2,haz_200yr_cT2,haz_100yr_cT2,haz_100yr_cT2,haz_50yr_cT2,haz_50yr_cT2
nestID,f0,f1,f0,f1,f0,f1,f0,f1,f0,f1
xid,,,,,,,,,,
14879,0.0,0.0,0.8203054806828391,0.17969451931716082,0.6519950215563857,0.3480049784436144,0.6479671511108044,0.3520328488891956,0.6088461124512291,0.3911538875487709
14880,0.0,0.0,0.8698769514813832,0.13012304851861675,0.6998132766952889,0.30018672330471097,0.6923008524491399,0.3076991475508601,0.6867890110550949,0.31321098894490496
14925,0.0,0.0,0.826419822867051,0.17358017713294902,0.6372524893247792,0.3627475106752208,0.6368385195213823,0.3631614804786178,0.0,1.0
14926,0.0,0.0,0.7882229298887872,0.2117770701112128,0.589776575914306,0.4102234240856941,0.5771175548229858,0.4228824451770143,0.0,1.0
14927,0.0,0.0,0.864817633456868,0.13518236654313215,0.7005444604345423,0.2994555395654577,0.6996167109231379,0.3003832890768621,0.6348938674451368,0.3651061325548632
14928,0.0,0.0,0.8692810457516341,0.13071895424836602,0.7215505402476419,0.2784494597523582,0.7086571123637818,0.29134288763621824,0.0,1.0
14933,0.0,0.0,0.8376893279059702,0.16231067209402986,0.6601002568282459,0.3398997431717541,0.6579750084103324,0.3420249915896676,0.0,1.0
14934,0.8284168178800714,0.17158318211992862,0.0,0.0,0.8203917805998375,0.17960821940016247,0.6800176382439312,0.3199823617560687,0.6534927320790103,0.3465072679209896
14935,0.8002794129858781,0.199720587014122,0.0,0.0,0.7756896630190506,0.2243103369809492,0.632981718153428,0.36701828184657204,1.0,0.0
14936,0.8322118180240272,0.16778818197597278,0.0,0.0,0.6958688549590601,0.30413114504094,0.677631007706791,0.3223689922932091,1.0,0.0
14937,0.8005100655245408,0.19948993447545918,0.0,0.0,0.792406364169839,0.2075936358301609,0.6367498186324252,0.36325018136757503,0.6112169805431426,0.3887830194568575
14938,0.8493286690746352,0.15067133092536475,0.0,0.0,0.8375574364885077,0.16244256351149236,0.7616018960043579,0.238398103995642,0.6815100682892571,0.3184899317107431
14939,0.8200818719944294,0.17991812800557055,0.0,0.0,0.8124178790311558,0.1875821209688439,0.6661684776065111,0.3338315223934889,0.640963843919466,0.359036156080534
14940,0.8175316544860012,0.1824683455139988,0.0,0.0,0.8084170400489427,0.1915829599510574,0.6593902480956971,0.3406097519043029,1.0,0.0
14941,0.6996996996996997,0.3003003003003003,0.0,0.0,0.6996996996996997,0.3003003003003003,0.6996996996996997,0.3003003003003003,0.6263503387198368,0.3736496612801632
14942,0.8169189890222991,0.1830810109777009,0.0,0.0,0.8071816837370056,0.1928183162629944,0.6584197818135445,0.34158021818645545,0.6378401485092418,0.36215985149075824
14943,0.8034353365675208,0.19656466343247916,0.0,0.0,0.7829572131816109,0.21704278681838912,0.7758719011826363,0.2241280988173639,0.5962584826553761,0.4037415173446238
14944,0.8333333333333334,0.16666666666666666,0.0,0.0,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.16666666666666666
14945,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5
14946,0.8120295643034054,0.18797043569659455,0.0,0.0,0.8049423832269207,0.1950576167730793,0.6527611455051789,0.3472388544948212,0.6291998088561946,0.3708001911438054
14947,0.8025526433835164,0.1974473566164836,0.0,0.0,0.7827704487600643,0.21722955123993565,0.6368270942886344,0.3631729057113656,0.6164858338679707,0.3835141661320293
14948,0.8368266080920098,0.1631733919079902,0.0,0.0,0.8291976429453346,0.17080235705466534,0.6925399377040066,0.30746006229599343,0.6670272535644051,0.3329727464355948
14955,0.8387096774193549,0.16129032258064516,0.0,0.0,0.827449651683846,0.17255034831615396,0.8223644615271362,0.17763553847286387,0.6632785170708877,0.33672148292911225
15152,0.0,0.0,0.6801280075981334,0.3198719924018666,0.0,1.0,0.0,1.0,0.0,1.0
15155,0.0,0.0,0.6578620190573387,0.3421379809426613,0.0,1.0,0.0,1.0,0.0,1.0
17873,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5
17899,0.9282296650717703,0.07177033492822966,0.0,0.0,0.9282296650717703,0.07177033492822966,0.9282296650717703,0.07177033492822966,0.9270834362373972,0.07291656376260297
17900,0.8351648351648352,0.16483516483516486,0.0,0.0,0.7698412309124933,0.2301587690875067,0.705233802633185,0.294766197366815,0.6904388144100679,0.309561185589932
17907,0.0,0.0,0.8970066945785848,0.10299330542141516,0.7467636335443085,0.2532363664556915,0.7385600215365749,0.2614399784634251,0.7215345873022058,0.27846541269779423
71528,0.7513479991622314,0.24865200083776856,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
74651,0.9029222719535605,0.09707772804643973,0.0,0.0,0.9029222719535605,0.09707772804643973,0.902731732846206,0.09726826715379408,0.8926328454878812,0.10736715451211877
75511,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.5
